,Player,Span,Mat,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff,Unnamed: 14
1513,JJ Celestine (BMUDA),2007-2008,8,60,20,7.50,0,-,-,-,-,2,0,-,
1514,BN Cooper (NL),2013-2019,8,171,74,28.50,0,-,-,-,-,2,0,-,
1515,SM Davies (ENG),2009-2011,8,244,87,30.50,0,-,-,-,-,8,0,-,
1516,D Elgar (SA),2012-2018,8,104,42,17.33,0,2,1/11,33.50,0,4,0,-16.16,
1517,MG Erasmus (NAM),2019-2020,8,226,88,28.25,0,0,-,-,0,7,0,-,
1518,MVT Fernando (SL),2017-2019,8,30,7*,15.00,0,5,1/35,67.40,0,0,0,-52.39,
1519,JN Frylinck (NAM),2019-2020,8,145,60,24.16,0,12,5/13,18.25,1,3,0,5.91,
1520,ZE Green (NAM),2019-2020,8,206,62,25.75,0,-,-,-,-,7,2,-,
1521,TR Gripper (ZIM),2001-2003,8,80,26,10.00,0,2,2/28,38.00,0,4,0,-27.99,
1522,RC Haynes (WI),1989-1991,8,26,18,5.20,0,5,2/36,44.80,0,5,0,-39.59,
1523,AMJ Hilditch (AUS),1979-1985,8,226,72,28.25,0,-,-,-,-,1,0,-,
1524,IG Holland (USA),2019-2020,8,244,75,30.50,0,7,3/11,29.85,0,3,0,0.64,
1525,AG Hurst (AUS),1975-1979,8,7,3*,-,0,12,5/21,16.91,1,1,0,-,
1526,RO Hussain (SCOT),2006-2010,8,63,17,9.00,0,-,-,-,-,1,0,-,
1527,PJ Ingram (NZ),2010-2010,8,193,69,27.57,0,-,-,-,-,3,0,-,
1528,Jalal-ud-Din (PAK),1982-1983,8,5,5,2.50,0,14,4/32,15.07,0,1,0,-12.57,
1529,MA Jones (SCOT),2018-2019,8,281,87,35.12,0,-,-,-,-,3,0,-,
1530,SP Jones (ENG),2004-2005,8,1,1,1.00,0,7,2/43,39.28,0,0,0,-38.28,
1531,JP Kotze (NAM),2019-2020,8,299,136,37.37,1,-,-,-,-,0,0,-,
1532,JJ Krejza (AUS),2011-2011,8,13,7,13.00,0,7,2/28,47.28,0,2,0,-34.28,
1533,T Kumaran (INDIA),1999-2000,8,19,8,6.33,0,9,3/24,38.66,0,3,0,-32.33,
1534,JL Langer (AUS),1994-1997,8,160,36,32.00,0,-,-,-,-,2,1,-,
1535,D Lloyd (ENG),1973-1980,8,285,116*,40.71,1,1,1/3,3.00,0,3,0,37.71,
1536,ACI Lock (ZIM),1996-1996,8,8,5,8.00,0,8,5/44,27.37,1,1,0,-19.37,
1537,DL Maddy (ENG),1998-2000,8,113,53,18.83,0,-,-,-,-,1,0,-,
1538,RD McCann (IRE),2010-2010,8,44,18,11.00,0,-,-,-,-,9,0,-,
1539,SS McKechnie (HKG),2017-2018,8,108,29,15.42,0,-,-,-,-,8,1,-,
1540,JE Morris (ENG),1990-1991,8,167,63*,23.85,0,-,-,-,-,2,0,-,
1541,MD Moxon (ENG),1985-1988,8,174,70,21.75,0,-,-,-,-,5,0,-,
1542,D Murphy (SCOT),2013-2013,8,58,20*,11.60,0,-,-,-,-,8,3,-,
1543,T Muzarabani (ZIM),2015-2016,8,12,5,3.00,0,7,2/32,37.42,0,0,0,-34.42,
1544,NM Odhiambo (KENYA),2010-2013,8,56,29,9.33,0,8,3/48,32.00,0,1,0,-22.66,
1545,EO Odumbe (KENYA),1996-1996,8,61,20,10.16,0,6,2/8,22.83,0,4,0,-12.66,
1546,AK Patel (INDIA),1984-1985,8,6,6,3.00,0,7,3/43,37.57,0,1,0,-34.57,
1547,NK Patel (USA),2019-2020,8,142,52,20.28,0,7,2/11,19.71,0,1,0,0.57,
1548,D Ravu (PNG),2017-2019,8,50,38*,12.50,0,0,-,-,0,2,0,-,
1549,FL Reifer (WI),1997-2009,8,117,40,14.62,0,-,-,-,-,3,0,-,
1550,DM Richards (WI),2009-2010,8,179,59,25.57,0,-,-,-,-,5,0,-,
1551,GRJ Roope (ENG),1973-1978,8,173,44,21.62,0,-,-,-,-,2,0,-,
1552,Saadat Ali (PAK),1984-1984,8,184,78*,30.66,0,2,2/24,14.50,0,1,0,16.16,
1553,RG Samuels (WI),1996-1997,8,54,36*,18.00,0,-,-,-,-,1,0,-,
1554,BM Scholtz (NAM),2019-2020,8,9,6,4.50,0,11,4/27,20.27,0,2,0,-15.77,
1555,DJM Short (AUS),2018-2020,8,211,69,30.14,0,0,-,-,0,2,0,-,
1556,JJ Smit (NAM),2019-2020,8,144,33,20.57,0,13,5/44,17.61,1,5,0,2.95,
1557,S Sriram (INDIA),2000-2004,8,81,57,13.50,0,9,3/43,30.44,0,1,0,-16.94,
1558,RD Steede (BMUDA),2006-2008,8,70,20,11.66,0,5,1/21,51.40,0,0,0,-39.73,
1559,LJ Tucker (IRE),2019-2020,8,142,56,20.28,0,-,-,-,-,13,1,-,
1560,RH Vance (NZ),1988-1989,8,248,96,31.00,0,-,-,-,-,4,0,-,
1561,Waqas Khan (HKG),2015-2017,8,67,35*,16.75,0,-,-,-,-,0,0,-,
1562,RGCE Wijesuriya (SL),1982-1985,8,18,12*,18.00,0,8,2/25,35.87,0,2,0,-17.87,
1563,CG Williams (NAM),2019-2020,8,267,129*,44.50,1,3,1/37,65.66,0,5,0,-21.16,
1564,KOK Williams (WI),2017-2018,8,19,16*,19.00,0,9,4/43,32.55,0,0,0,-13.55,
1565,Zafar Iqbal (PAK),1995-1995,8,48,18,8.00,0,3,2/37,45.66,0,1,0,-37.66,
1566,Abul Hasan (BDESH),2012-2018,7,11,7,3.66,0,0,-,-,0,1,0,-,
1567,Asif Masood (PAK),1973-1976,7,10,6,5.00,0,5,2/9,46.80,0,1,0,-41.79,
1568,Azhar Hossain (BDESH),1988-1990,7,96,54,13.71,0,4,1/20,52.25,0,2,0,-38.53,
1569,Azhar Saeed (UAE),1994-1996,7,61,32,8.71,0,6,3/45,35.50,0,2,0,-26.78,
1570,S Badrinath (INDIA),2008-2011,7,79,27*,15.80,0,-,-,-,-,2,0,-,
1571,MD Bell (NZ),1998-2001,7,133,66,19.00,0,-,-,-,-,1,0,-,
1572,B Bhandari (NEPAL),2019-2020,7,155,59,25.83,0,-,-,-,-,12,1,-,
1573,MP Bicknell (ENG),1990-1991,7,96,31*,24.00,0,13,3/55,26.69,0,2,0,-2.69,
1574,RD Brown (ZIM),1983-1987,7,110,38,15.71,0,-,-,-,-,5,0,-,
1575,RE Bryson (SA),1997-1997,7,32,17*,32.00,0,7,2/34,46.14,0,1,0,-14.14,
1576,VB Chandrasekhar (INDIA),1988-1990,7,88,53,12.57,0,-,-,-,-,0,0,-,
1577,CPS Chauhan (INDIA),1978-1981,7,153,46,21.85,0,-,-,-,-,3,0,-,
1578,PC de Silva (SL),2014-2017,7,94,44,15.66,0,5,2/29,51.20,0,4,0,-35.53,
1579,Dolar Mahmud (BDESH),2008-2009,7,61,41,15.25,0,8,4/28,32.25,0,0,0,-16.99,
1580,JH Edrich (ENG),1971-1975,7,223,90,37.16,0,-,-,-,-,0,0,-,
1581,GM Ewing (ZIM),2004-2005,7,97,46,13.85,0,5,3/31,47.20,0,3,0,-33.34,
1582,Faruk Ahmed (BDESH),1988-1999,7,105,57,15.00,0,-,-,-,-,2,0,-,
1583,ERNS Fernando (SL),1983-1983,7,101,36,20.20,0,-,-,-,-,0,0,-,
1584,KHRK Fernando (SL),2002-2006,7,43,23*,21.50,0,6,3/12,26.50,0,2,0,-4.99,
1585,MJ Fourie (IRE),2007-2008,7,42,19*,21.00,0,1,1/33,128.00,0,1,0,-106.99,
1586,Gazi Ashraf (BDESH),1986-1990,7,59,18,8.42,0,2,1/7,16.50,0,1,0,-8.07,
1587,AM Guruge (UAE),2014-2015,7,16,10*,-,0,12,4/56,28.08,0,1,0,-,
1588,Hamza Tariq (CAN),2011-2014,7,116,71,16.57,0,-,-,-,-,5,1,-,
1589,Haseeb Amjad (HKG),2014-2016,7,112,42,22.40,0,11,3/49,26.18,0,4,0,-3.78,
1590,BE Hendricks (SA),2019-2020,7,5,3,5.00,0,5,3/59,42.20,0,2,0,-37.19,
1591,H Hiri (PNG),2016-2019,7,87,31*,21.75,0,2,1/6,28.00,0,0,0,-6.24,
1592,KA Hope (WI),2017-2017,7,138,46,23.00,0,-,-,-,-,1,0,-,
1593,Imtiaz Abbasi (UAE),1994-1996,7,12,6*,6.00,0,-,-,-,-,4,2,-,
1594,RB Kanhai (WI),1973-1975,7,164,55,54.66,0,-,-,-,-,4,0,-,
1595,RJ Kennedy (NZ),1996-1996,7,17,8*,17.00,0,5,2/36,56.60,0,1,0,-39.59,
1596,Khurram Manzoor (PAK),2008-2009,7,236,83,33.71,0,-,-,-,-,3,0,-,
1597,M Labuschagne (AUS),2020-2020,7,305,108,50.83,1,0,-,-,0,1,0,-,
1598,MKGCP Lakshitha (SL),2002-2003,7,7,4,7.00,0,8,2/34,31.75,0,0,0,-24.74,
1599,ML Lewis (AUS),2005-2006,7,4,4*,-,0,7,3/56,55.85,0,1,0,-,
1600,BP Loots (NL),2010-2011,7,16,9*,5.33,0,6,3/16,47.83,0,3,0,-42.49,
1601,MB Loye (ENG),2007-2007,7,142,45,20.28,0,-,-,-,-,0,0,-,
1602,KA Maharaj (SA),2017-2020,7,27,17,9.00,0,7,3/25,44.57,0,1,0,-35.57,
1603,GI Maiden (SCOT),2010-2011,7,84,31,21.00,0,0,-,-,0,5,0,-,
1604,Manzoor Akhtar (PAK),1997-1998,7,97,44,24.25,0,5,4/50,36.80,0,1,0,-12.54,
1605,EZ Matambanadzo (ZIM),1996-1997,7,8,5*,4.00,0,11,4/32,19.72,0,1,0,-15.72,
1606,B Mavuta (ZIM),2018-2019,7,52,20,13.00,0,7,2/30,38.00,0,2,0,-24.99,
1607,TMK Mawoyo (ZIM),2006-2014,7,58,15,8.28,0,-,-,-,-,2,0,-,
1608,Mazhar Hussain (UAE),1994-1996,7,179,70,25.57,0,0,-,-,0,1,0,-,
1609,Mohammad Salman (PAK),2011-2011,7,22,19*,11.00,0,-,-,-,-,8,2,-,
1610,D Mohammed (WI),2006-2008,7,0,0*,-,0,10,3/37,23.50,0,1,0,-,
1611,Nasir Ahmed (BDESH),1988-1990,7,25,11,12.50,0,-,-,-,-,1,1,-,
1612,A Nortje (SA),2019-2020,7,9,8,9.00,0,14,3/57,20.21,0,2,0,-11.21,
1613,SJ Palframan (SA),1996-1996,7,55,28,13.75,0,-,-,-,-,9,0,-,
1614,BA Parchment (WI),2007-2008,7,122,48,17.42,0,-,-,-,-,0,0,-,
1615,TK Patel (USA),2019-2020,7,72,50*,18.00,0,6,2/25,25.00,0,2,0,-6.99,
1616,TRO Payne (WI),1984-1987,7,126,60,31.50,0,-,-,-,-,6,0,-,
1617,V Permaul (WI),2012-2017,7,19,10,6.33,0,8,3/40,33.87,0,1,0,-27.54,
1618,V Rathour (INDIA),1996-1997,7,193,54,27.57,0,-,-,-,-,4,0,-,
1619,Saiful Islam (BDESH),1990-1997,7,37,22*,18.50,0,6,4/36,42.66,0,0,0,-24.16,
1620,JA Samarasekera (UAE),1994-1996,7,124,47*,31.00,0,4,1/17,59.00,0,1,0,-27.99,
1621,S Samarawickrama (SL),2017-2019,7,138,54,19.71,0,-,-,-,-,1,0,-,
1622,KF Semple (WI),1999-1999,7,64,23,10.66,0,3,2/35,40.33,0,2,0,-29.66,
1623,CP Senanayake (SL),1990-1991,7,126,27,18.00,0,-,-,-,-,2,0,-,
1624,MQ Sheikh (SCOT),2008-2010,7,63,23,10.50,0,-,-,-,-,2,0,-,
1625,CEW Silverwood (ENG),1996-2001,7,17,12,4.25,0,6,3/43,40.66,0,0,0,-36.41,
1626,NMK Smith (ENG),1996-1996,7,100,31,20.00,0,6,3/29,31.66,0,1,0,-11.66,
1627,ED Solkar (INDIA),1974-1976,7,27,13,4.50,0,4,2/31,42.25,0,2,0,-37.74,
1628,B Stanlake (AUS),2017-2019,7,4,2,1.33,0,7,3/35,46.28,0,1,0,-44.95,
1629,CAH Stevenson (USA),2019-2020,7,62,34*,10.33,0,12,3/22,19.66,0,2,0,-9.33,
1630,G Toka (PNG),2019-2019,7,103,29,17.16,0,-,-,-,-,4,0,-,
1631,AJ Tye (AUS),2018-2018,7,57,19,14.25,0,12,5/46,32.66,1,1,0,-18.41,
1632,JD Unadkat (INDIA),2013-2013,7,-,-,-,-,8,4/41,26.12,0,0,0,-,
1633,JM Wiener (AUS),1979-1980,7,140,50,20.00,0,0,-,-,0,2,0,-,
1634,HS Williams (SA),1999-2000,7,8,7,8.00,0,9,3/38,25.33,0,2,0,-17.33,
1635,NS Yadav (INDIA),1986-1987,7,1,1*,-,0,8,2/18,28.50,0,1,0,-,
1636,HN Ya France (NAM),2019-2020,7,30,11*,30.00,0,4,2/31,37.25,0,1,0,-7.24,
1637,B Yardley (AUS),1978-1983,7,58,28,14.50,0,7,3/28,18.57,0,1,0,-4.07,
1638,Sultan Zarawani (UAE),1994-1996,7,26,13,4.33,0,5,2/49,51.40,0,1,0,-47.06,
1639,V Aravind (UAE),2019-2020,6,88,29,14.66,0,-,-,-,-,4,1,-,
1640,Arshad Laeeq (UAE),1994-1996,6,101,43*,20.20,0,1,1/25,198.00,0,1,0,-177.79,
1641,Azam Khan (PAK),1996-1998,6,116,72,23.20,0,-,-,-,-,2,0,-,
1642,ST Banerjee (INDIA),1991-1992,6,49,25*,24.50,0,5,3/30,40.40,0,3,0,-15.89,
1643,GD Barlow (ENG),1976-1977,6,149,80*,29.80,0,-,-,-,-,4,0,-,
1644,OO Bascome (BMUDA),2008-2008,6,65,20,10.83,0,0,-,-,0,3,0,-,
1645,Basil Hameed (UAE),2019-2020,6,152,63*,38.00,0,1,1/10,15.00,0,1,0,23.00,
1646,T Bavuma (SA),2016-2020,6,335,113,55.83,1,-,-,-,-,4,0,-,
1647,AJ Burger (NAM),2003-2003,6,199,85,33.16,0,3,1/18,34.66,0,0,0,-1.49,
1648,LJ Burger (NAM),2003-2003,6,11,5,2.20,0,6,3/39,49.50,0,6,0,-47.29,
1649,JA Burns (AUS),2015-2015,6,146,69,24.33,0,-,-,-,-,2,0,-,
1650,JD Campbell (WI),2019-2019,6,248,179,49.60,1,0,-,-,0,0,0,-,
1651,MA Carberry (ENG),2013-2014,6,114,63,19.00,0,0,-,-,0,2,0,-,
1652,KED Carroll (IRE),2007-2007,6,70,28,11.66,0,0,-,-,0,4,0,-,
1653,MS Chapman (HKG/NZ),2015-2020,6,161,124*,32.20,1,-,-,-,-,1,0,-,
1654,G Cook (ENG),1981-1983,6,106,32,17.66,0,-,-,-,-,2,0,-,
1655,GJ Crocker (ZIM),1992-1993,6,98,50,24.50,0,7,4/26,29.71,0,1,0,-5.21,
1656,DDP D'Silva (UAE),2019-2020,6,53,31,13.25,0,6,3/22,19.66,0,1,0,-6.41,
1657,NA de Groot (CAN),2003-2003,6,44,17,7.33,0,3,2/45,29.33,0,0,0,-21.99,
1658,GRA de Silva (SL),1975-1982,6,9,6*,4.50,0,9,3/41,29.11,0,2,0,-24.61,
1659,R Dhanraj (WI),1994-1995,6,8,8,8.00,0,10,4/26,17.00,0,1,0,-8.99,
1660,MW Douglas (NZ),1994-1995,6,55,30,9.16,0,-,-,-,-,2,0,-,
1661,KG Duers (ZIM),1992-1992,6,7,5,7.00,0,3,1/17,85.33,0,2,0,-78.33,
1662,GN Edwards (NZ),1976-1981,6,138,41,23.00,0,1,1/5,5.00,0,5,0,18.00,
1663,Ehsanul Haque (BDESH),2002-2003,6,57,20,9.50,0,3,2/34,37.66,0,0,0,-28.16,
1664,Ehsan Adil (PAK),2013-2015,6,27,15,9.00,0,4,1/31,55.75,0,0,0,-46.74,
1665,CE Eksteen (SA),1991-1994,6,6,6*,-,0,2,1/26,90.50,0,3,0,-,
1666,JJ Esmeijer (NL),2002-2003,6,10,7,2.50,0,0,-,-,0,3,0,-,
1667,Faisal Hossain (BDESH),2004-2010,6,43,17,10.75,0,1,1/27,53.00,0,3,0,-42.24,
1668,BOP Fernando (SL),2019-2019,6,128,49,21.33,0,0,-,-,0,1,0,-,
1669,DAG Fletcher (ZIM),1983-1983,6,191,71*,47.75,0,7,4/42,31.57,0,0,0,16.17,
1670,RS Ghai (INDIA),1984-1986,6,1,1,1.00,0,3,1/38,86.66,0,0,0,-85.66,
1671,HM Goonatilleke (SL),1982-1982,6,31,14*,31.00,0,-,-,-,-,0,4,-,
1672,Hamza Tahir (SCOT),2019-2019,6,0,0,0.00,0,13,5/38,17.53,1,0,0,-17.53,
1673,JV Harris (CAN),2003-2003,6,91,31,15.16,0,-,-,-,-,1,0,-,
1674,Hasan Jamil (PAK),1977-1978,6,111,28,22.20,0,8,3/18,19.25,0,1,0,2.95,
1675,FC Hayes (ENG),1973-1975,6,128,52,25.60,0,-,-,-,-,0,0,-,
1676,C Hemraj (WI),2018-2018,6,82,32,13.66,0,0,-,-,0,2,0,-,
1677,JG Heron (ZIM),1983-1983,6,50,18,8.33,0,-,-,-,-,1,0,-,
1678,EH Hutchinson (USA),2019-2020,6,75,42*,18.75,0,1,1/20,120.00,0,2,0,-101.24,
1679,Irfan Ahmed (HKG),2008-2014,6,99,37,16.50,0,8,3/51,37.37,0,2,0,-20.87,
1680,PA Jaques (AUS),2006-2007,6,125,94,20.83,0,-,-,-,-,3,0,-,
1681,HAPW Jayawardene (SL),2003-2007,6,27,20,5.40,0,-,-,-,-,4,1,-,
1682,KCB Jeremy (WI),2000-2001,6,17,8*,8.50,0,4,2/42,40.75,0,0,0,-32.24,
1683,LR Johnson (WI),2008-2015,6,98,51,16.33,0,-,-,-,-,2,0,-,
1684,Junaid Siddique (UAE),2019-2020,6,5,2*,5.00,0,12,3/37,20.75,0,0,0,-15.74,
1685,TS Kamunhukamwe (ZIM),2018-2020,6,93,51,15.50,0,-,-,-,-,1,0,-,
1686,D Keulder (NAM),2003-2003,6,132,52,22.00,0,-,-,-,-,3,0,-,
1687,Khaliq Dad (AFG),2009-2010,6,40,20,13.33,0,9,3/30,16.66,0,0,0,-3.33,
1688,GE Kidd (IRE),2007-2008,6,15,15,15.00,0,1,1/27,172.00,0,1,0,-156.99,
1689,J Kila (PNG),2018-2019,6,54,21,13.50,0,6,3/27,22.50,0,1,0,-8.99,
1690,JF Kloppenburg (NL),2002-2003,6,165,121,27.50,1,8,4/42,23.87,0,1,0,3.62,
1691,DB Kotze (NAM),2003-2003,6,82,27,16.40,0,2,1/32,128.00,0,3,0,-111.59,
1692,TJ Laughlin (AUS),1978-1979,6,105,74,26.25,0,8,3/54,28.00,0,0,0,-1.74,
1693,GD Lloyd (ENG),1996-1998,6,39,22,9.75,0,-,-,-,-,2,0,-,
1694,I Maraj (CAN),2003-2003,6,98,53*,19.60,0,0,-,-,0,2,0,-,
1695,V Mehra (UAE),1994-1996,6,92,43,18.40,0,-,-,-,-,1,0,-,
1696,Mohammad Shahzad (UAE),2014-2016,6,190,79,31.66,0,9,4/26,25.88,0,2,0,5.77,
1697,GMC Mol (NL),2007-2008,6,25,14,12.50,0,3,2/23,37.00,0,2,0,-24.49,
1698,TV Mufambisi (ZIM),2006-2007,6,55,21,9.16,0,-,-,-,-,1,0,-,
1699,GB Murgatroyd (NAM),2003-2003,6,90,52,15.00,0,-,-,-,-,0,0,-,
1700,N M'shangwe (ZIM),2011-2014,6,38,16,7.60,0,3,2/50,86.66,0,1,0,-79.06,
1701,Nadeem Ghauri (PAK),1990-1990,6,14,7*,14.00,0,5,2/51,46.00,0,0,0,-31.99,
1702,Naseem Khushi (OMAN),2020-2020,6,60,28,15.00,0,-,-,-,-,1,0,-,
1703,MHW Papps (NZ),2004-2005,6,207,92*,51.75,0,-,-,-,-,1,0,-,
1704,DR Parry (WI),1978-1980,6,61,32,15.25,0,11,3/47,23.54,0,8,0,-8.29,
1705,AK Perera (SL),2013-2019,6,52,31,13.00,0,0,-,-,0,1,0,-,
1706,NV Radford (ENG),1988-1988,6,0,0*,0.00,0,2,1/32,115.00,0,2,0,-114.99,
1707,Raza-ur-Rehman (CAN),2013-2014,6,225,88,45.00,0,1,1/59,128.00,0,4,0,-82.99,
1708,AJ Redmond (NZ),2009-2010,6,152,52,25.33,0,-,-,-,-,3,0,-,
1709,MJG Rippon (NL),2013-2018,6,71,51,23.66,0,10,4/37,16.70,0,4,0,6.96,
1710,SJ Rixon (AUS),1978-1985,6,40,20*,13.33,0,-,-,-,-,9,2,-,
1711,Saleem Altaf (PAK),1973-1978,6,25,21,25.00,0,5,2/7,30.20,0,1,0,-5.19,
1712,Saleem Raza (UAE),1994-1996,6,159,84,26.50,0,3,1/17,59.66,0,0,0,-33.16,
1713,Sheikh Salahuddin (BDESH),1997-1997,6,24,12,12.00,0,4,2/48,62.25,0,0,0,-50.24,
1714,Sompal Kami (NEPAL),2018-2019,6,146,61,36.50,0,13,5/33,19.00,1,1,0,17.50,
1715,BB Sran (INDIA),2016-2016,6,-,-,-,-,7,3/56,38.42,0,1,0,-,
1716,KR Stackpole (AUS),1971-1974,6,224,61,37.33,0,3,3/40,18.00,0,1,0,19.33,
1717,ELR Stewart (SA),1993-2002,6,61,23*,15.25,0,-,-,-,-,5,0,-,
1718,DA Stirling (NZ),1984-1984,6,21,13*,7.00,0,6,2/29,34.50,0,3,0,-27.49,
1719,Talha Jubair (BDESH),2002-2003,6,5,4*,2.50,0,6,4/65,42.50,0,1,0,-39.99,
1720,Tanveer Ahmed (HKG),2016-2018,6,4,2*,-,0,5,2/49,41.60,0,3,0,-,
1721,JO Troughton (ENG),2003-2003,6,36,20,9.00,0,-,-,-,-,1,0,-,
1722,A Turner (AUS),1975-1975,6,247,101,41.16,1,-,-,-,-,3,0,-,
1723,AJ Turner (AUS),2019-2020,6,142,84*,35.50,0,-,-,-,-,2,0,-,
1724,KDK Vithanage (SL),2013-2014,6,75,27,15.00,0,0,-,-,0,2,0,-,
1725,KPJ Warnaweera (SL),1990-1993,6,1,1*,-,0,6,2/24,33.33,0,2,0,-,
1726,BM Wheeler (NZ),2015-2015,6,58,39*,-,0,8,3/63,39.37,0,1,0,-,
1727,D Wiese (SA),2015-2016,6,102,41*,20.40,0,9,3/50,35.11,0,0,0,-14.71,
1728,JW Wilson (NZ),1993-2005,6,103,44*,20.60,0,4,2/21,65.00,0,4,0,-44.39,
1729,RA Woolmer (ENG),1972-1976,6,21,9,5.25,0,9,3/33,28.88,0,3,0,-23.63,
1730,B Yograj Singh (INDIA),1980-1981,6,1,1,0.50,0,4,2/44,46.50,0,2,0,-45.99,
1731,BE Young (AUS),1998-1999,6,31,18,15.50,0,1,1/26,251.00,0,2,0,-235.49,
1732,NP Kenjige (USA),2019-2020,5,7,6*,7.00,0,5,2/15,28.80,0,1,0,-21.79,
1733,Aamer Hanif (PAK),1993-1995,5,89,36*,44.50,0,4,3/36,30.50,0,0,0,14.00,
1734,S Abid Ali (INDIA),1974-1975,5,93,70,31.00,0,7,2/22,26.71,0,0,0,4.28,
1735,CJ Adams (ENG),1998-2000,5,71,42,17.75,0,-,-,-,-,3,0,-,
1736,Adnan Akmal (PAK),2011-2012,5,62,27,20.66,0,-,-,-,-,3,0,-,
1737,DI Allan (KENYA),2011-2013,5,71,27,14.20,0,2,1/22,40.00,0,1,0,-25.79,
1738,TR Ambrose (ENG),2008-2008,5,10,6,2.50,0,-,-,-,-,3,0,-,
1739,GJAF Aponso (NL),1996-1996,5,120,58,30.00,0,2,1/57,128.50,0,0,0,-98.49,
1740,Asim Butt (SCOT),1999-1999,5,23,11,5.75,0,4,2/24,37.00,0,0,0,-31.24,
1741,PJ Bakker (NL),1996-1996,5,1,1*,-,0,3,2/51,71.66,0,0,0,-,
1742,OAC Banks (WI),2003-2005,5,83,33,16.60,0,7,2/24,27.00,0,0,0,-10.39,
1743,Bazid Khan (PAK),2004-2008,5,131,66,26.20,0,0,-,-,0,1,0,-,
1744,RL Bhudia (KENYA),2008-2009,5,122,47,24.40,0,3,2/42,50.33,0,2,0,-25.93,
1745,MI Black (WI),2001-2001,5,4,4,2.00,0,0,-,-,0,0,0,-,
1746,GA Briant (ZIM),1993-1993,5,39,16,13.00,0,-,-,-,-,0,0,-,
1747,JE Brinkley (SCOT),1999-1999,5,52,23,10.40,0,2,1/29,58.50,0,1,0,-48.09,
1748,PA Browne (WI),2008-2008,5,134,49*,33.50,0,-,-,-,-,2,0,-,
1749,DK Butler (WI),2005-2006,5,25,13*,25.00,0,3,1/25,62.66,0,0,0,-37.66,
1750,IW Callen (AUS),1978-1982,5,6,3*,6.00,0,5,3/24,29.60,0,2,0,-23.59,
1751,PE Cantrell (NL),1996-1996,5,160,47,32.00,0,3,1/18,56.66,0,0,0,-24.66,
1752,NE Clarke (NL),1996-1996,5,50,32,10.00,0,-,-,-,-,3,0,-,
1753,DJ Cullen (AUS),2006-2006,5,2,2*,-,0,2,2/25,73.50,0,2,0,-,
1754,D Dasgupta (INDIA),2001-2001,5,51,24*,17.00,0,-,-,-,-,2,1,-,
1755,AG Davies (SCOT),1999-1999,5,83,32,20.75,0,-,-,-,-,2,1,-,
1756,CJ Drum (NZ),1999-1999,5,9,7*,-,0,4,2/31,65.25,0,1,0,-,
1757,SF Dukanwala (UAE),1996-1996,5,84,40*,42.00,0,6,5/29,25.50,1,2,0,16.50,
1758,NR Dyer (SCOT),1999-1999,5,3,2*,3.00,0,5,2/26,23.40,0,2,0,-20.39,
1759,FM Engineer (INDIA),1974-1975,5,114,54*,38.00,0,-,-,-,-,3,1,-,
1760,Fahad Alhashmi (UAE),2008-2015,5,0,0,0.00,0,6,2/39,33.66,0,0,0,-33.66,
1761,Fareed Ahmad (AFG),2014-2017,5,1,1*,-,0,5,3/65,28.60,0,2,0,-,
1762,Fayyaz Butt (OMAN),2019-2019,5,33,32*,16.50,0,3,2/28,55.00,0,2,0,-38.49,
1763,PG Gillespie (IRE),2006-2007,5,2,2,0.50,0,-,-,-,-,0,0,-,
1764,GJ Gilmour (AUS),1974-1975,5,42,28*,42.00,0,16,6/14,10.31,2,2,0,31.68,
1765,Golam Faruq (BDESH),1986-1990,5,44,23*,22.00,0,2,1/22,58.00,0,0,0,-35.99,
1766,JOA Gordon (CAN),2012-2014,5,7,4,3.50,0,6,3/26,31.83,0,0,0,-28.33,
1767,TG Gordon (CAN),2011-2011,5,27,9,5.40,0,0,-,-,0,2,0,-,
1768,TGJ Gruijters (NL),2010-2013,5,68,32,22.66,0,2,2/37,39.50,0,2,0,-16.83,
1769,OJ Hairs (SCOT),2010-2010,5,68,27,13.60,0,-,-,-,-,0,0,-,
1770,TJ Heggelman (NL),2010-2011,5,27,22,5.40,0,5,3/29,17.20,0,1,0,-11.79,
1771,CK Hooper (CAN),2007-2010,5,49,27,16.33,0,3,1/17,60.33,0,1,0,-43.99,
1772,Humayun Farhat (PAK),2001-2001,5,60,39,20.00,0,-,-,-,-,4,3,-,
1773,Izatullah Dawlatzai (AFG),2010-2015,5,7,6*,3.50,0,8,4/38,18.25,0,1,0,-14.74,
1774,Jahangir Shah (BDESH),1986-1990,5,16,8*,8.00,0,2,2/23,86.00,0,1,0,-77.99,
1775,S Jeganathan (SL),1983-1988,5,25,20*,8.33,0,5,2/45,41.60,0,1,0,-33.26,
1776,RA Jones (NZ),2003-2003,5,168,63,33.60,0,-,-,-,-,0,0,-,
1777,E Katchay (CAN),2008-2009,5,23,12,11.50,0,4,3/39,35.75,0,0,0,-24.24,
1778,MF Kent (AUS),1981-1981,5,78,33,19.50,0,-,-,-,-,4,0,-,
1779,S Keshvani (CAN),2009-2009,5,21,17,10.50,0,0,-,-,0,1,0,-,
1780,RWT Key (ENG),2003-2004,5,54,19,10.80,0,-,-,-,-,0,0,-,
1781,SP Khakurel (NEPAL),2018-2020,5,94,50,18.80,0,-,-,-,-,0,1,-,
